1,1,0.0001,10132.5361328125,84.68370819091797
1,2,0.0001,10397.0400390625,87.03279113769531
1,3,0.0001,9088.9794921875,79.72593688964844
1,4,0.0001,9179.240234375,81.42145538330078
1,5,0.0001,8365.7880859375,78.92230224609375
1,6,0.0001,7442.64111328125,73.193603515625
1,7,0.0001,7353.43994140625,73.25878143310547
1,8,0.0001,6256.99609375,67.14234924316406
1,9,0.0001,6143.15380859375,67.06945037841797
1,10,0.0001,4760.82666015625,58.54316329956055
1,11,0.0001,4059.941162109375,52.7490234375
1,12,0.0001,4580.666015625,57.56758499145508
1,13,0.0001,4075.37939453125,55.16975402832031
1,14,0.0001,3595.40673828125,51.50733184814453
1,15,0.0001,3054.2900390625,46.88178634643555
1,16,0.0001,2610.346435546875,43.68035125732422
1,17,0.0001,2293.736083984375,41.2061653137207
1,18,0.0001,1736.19580078125,35.090877532958984
1,19,0.0001,1576.464599609375,33.8831672668457
1,20,0.0001,1260.560791015625,30.20088768005371
1,21,0.0001,1157.18408203125,29.176332473754883
1,22,0.0001,925.9609375,26.163330078125
1,23,0.0001,680.140869140625,21.98385238647461
1,24,0.0001,549.8312377929688,19.928756713867188
1,25,0.0001,416.9376220703125,17.780132293701172
1,26,0.0001,288.03729248046875,14.518561363220215
1,27,0.0001,186.02761840820312,11.918218612670898
1,28,0.0001,107.31330108642578,8.577380180358887
1,29,0.0001,63.9103889465332,7.033626556396484
1,30,0.0001,25.985902786254883,4.376485347747803
1,31,0.0001,8.224048614501953,2.54099702835083
1,32,0.0001,0.5507391095161438,0.57692551612854
1,33,0.0001,3.678478956222534,1.5430597066879272
1,34,0.0001,15.890761375427246,3.3957388401031494
1,35,0.0001,31.039159774780273,4.703336238861084
1,36,0.0001,51.01622772216797,6.113303184509277
1,37,0.0001,64.27769470214844,6.887636661529541
1,38,0.0001,82.2359848022461,7.743166446685791
1,39,0.0001,90.54286193847656,8.217226028442383
1,40,0.0001,101.26380920410156,8.56536865234375
1,41,0.0001,107.9266586303711,8.9828462600708
1,42,0.0001,101.5582275390625,8.53060531616211
1,43,0.0001,105.64210510253906,8.886665344238281
1,44,0.0001,104.32544708251953,8.772953033447266
1,45,0.0001,100.71142578125,8.728012084960938
1,46,0.0001,84.76618957519531,7.968315124511719
1,47,0.0001,72.5398178100586,7.196482181549072
